AnstroemwinkelKern;Artikelgewicht;Ausstossdruck;Ausstossgeschw;BeschaedigungDuese;BeschaedigungEinzungzone;Blasenbildung;BrueckeTrichter;Darmeffekt;DichtigkeitAKKU;DichtigkeitWBK;Drosselventil;DuesenKernkombination;DuesenwerkzugAufNull;DurchhaengenKont;Extruderdruck;ExtruderRPM;Gardineneffekt;GegendruckAKKU;Heizzone1;Heizzone10;Heizzone11;Heizzone12;Heizzone13;Heizzone14;Heizzone2;Heizzone3;Heizzone4;KontaminationDuese;KontaminationExtruder;KontaminationKopf;Kratzer;MatFeuchtigkeit;MilichigKalterSchlauchWolken;RauchQualm;RegeneratAnteil;Regeneratqualitaet;Schlauchkrempeln;Schlauchlaengenschwankungen;SchlauchlaufGeradeauslauf;Schlierenbildung;Schmelzbruch;Taktzeit;TempDuese;TempDueseKopf;TempDueseKopfAussen;TempExtruder;TempExtrudereinfuellzone;TempExtrudereinzug;TempKopf;TempRohstoff;UntSchlauchlaengenMehrfachkoepfe;VerbrRohstoffDuese;VerunreinRohstoff;VorformlingGlaenzend;WDSAnfangEnde;WDSmanuell;WDSSpruenge;WDSzuDuenn;ZentrierungDuese
iO;iO;mittel;mittel;Ja;Nein;Nein;Nein;Nein;niO;iO;niO;niO;iO;Ja;mittel;mittel;Nein;mittel;mittel;hoch;hoch;hoch;hoch;mittel;hoch;mittel;niedrig;Nein;Nein;Ja;Nein;niO;Ja;Ja;mittel;iO;Ja;Ja;Nein;Ja;Nein;niedrig;iO;iO;niO;niO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Ja;Ja;iO
niO;iO;mittel;mittel;Ja;Ja;Ja;Ja;Ja;niO;iO;niO;iO;niO;Ja;hoch;mittel;Ja;mittel;mittel;hoch;mittel;mittel;mittel;hoch;hoch;hoch;mittel;Ja;Ja;Nein;Ja;niO;Ja;Nein;mittel;niO;Ja;Ja;Nein;Ja;Nein;niedrig;niO;niO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Ja;niO;niO;Nein;Ja;niO
niO;iO;mittel;mittel;Ja;Nein;Ja;Ja;Ja;niO;iO;niO;iO;iO;Ja;mittel;mittel;Ja;hoch;mittel;niedrig;hoch;mittel;niedrig;mittel;mittel;mittel;mittel;Nein;Nein;Nein;Ja;niO;Ja;Nein;hoch;iO;Nein;Ja;Nein;Ja;Nein;niedrig;niO;iO;niO;iO;iO;niO;niO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;niO
niO;iO;mittel;hoch;Ja;Nein;Nein;Ja;Ja;niO;iO;iO;iO;iO;Nein;mittel;mittel;Ja;mittel;mittel;mittel;hoch;mittel;mittel;mittel;mittel;niedrig;niedrig;Ja;Nein;Nein;Nein;iO;Ja;Nein;hoch;iO;Ja;Ja;Ja;Nein;Nein;mittel;iO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Nein;Nein;iO;niO;Ja;Ja;iO
niO;zuschwer;mittel;mittel;Ja;Nein;Nein;Ja;Ja;niO;iO;niO;iO;iO;Ja;mittel;hoch;Nein;mittel;mittel;hoch;mittel;hoch;mittel;hoch;mittel;mittel;hoch;Nein;Nein;Nein;Ja;niO;Nein;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;hoch;iO;niO;niO;niO;niO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;niO;niO;Ja;Ja;niO
niO;zuschwer;mittel;mittel;Ja;Nein;Ja;Nein;Ja;iO;iO;niO;iO;iO;Ja;mittel;mittel;Nein;hoch;mittel;niedrig;hoch;hoch;mittel;mittel;mittel;mittel;hoch;Nein;Nein;Nein;Ja;niO;Ja;Ja;hoch;iO;Ja;Nein;Nein;Nein;Nein;hoch;iO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;iO
niO;iO;mittel;mittel;Nein;Nein;Ja;Ja;Ja;niO;iO;iO;iO;iO;Ja;hoch;hoch;Nein;mittel;hoch;mittel;mittel;mittel;mittel;mittel;hoch;hoch;mittel;Nein;Nein;Nein;Nein;niO;Ja;Ja;niedrig;niO;Ja;Ja;Nein;Nein;Nein;hoch;iO;iO;niO;iO;niO;iO;iO;zuhoch;Nein;Ja;Ja;Nein;iO;niO;Nein;Ja;iO
niO;zuschwer;mittel;niedrig;Ja;Nein;Ja;Nein;Ja;niO;iO;iO;niO;iO;Ja;niedrig;hoch;Nein;mittel;hoch;mittel;hoch;niedrig;niedrig;hoch;mittel;niedrig;niedrig;Nein;Nein;Nein;Ja;iO;Ja;Ja;mittel;niO;Ja;Ja;Nein;Nein;Nein;niedrig;iO;niO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;iO;Ja;Ja;iO
niO;zuschwer;mittel;mittel;Nein;Nein;Ja;Nein;Ja;niO;iO;iO;iO;iO;Ja;hoch;hoch;Ja;mittel;hoch;mittel;mittel;niedrig;mittel;mittel;hoch;niedrig;hoch;Ja;Nein;Nein;Nein;niO;Ja;Ja;mittel;iO;Nein;Ja;Nein;Ja;Nein;hoch;iO;iO;iO;iO;iO;niO;iO;zuhoch;Nein;Ja;Ja;Nein;iO;niO;Ja;Nein;iO
iO;zuschwer;mittel;mittel;Ja;Ja;Nein;Ja;Ja;niO;niO;iO;iO;iO;Ja;mittel;hoch;Nein;hoch;mittel;hoch;mittel;hoch;hoch;mittel;niedrig;mittel;niedrig;Ja;Ja;Nein;Nein;iO;Ja;Ja;mittel;niO;Ja;Nein;Nein;Nein;Nein;hoch;niO;niO;niO;iO;niO;niO;iO;zuniedrig;Ja;Nein;Ja;Ja;iO;niO;Ja;Ja;niO
niO;iO;mittel;mittel;Nein;Nein;Nein;Ja;Nein;niO;iO;iO;iO;iO;Nein;niedrig;niedrig;Nein;mittel;mittel;mittel;mittel;hoch;hoch;niedrig;niedrig;hoch;niedrig;Nein;Nein;Nein;Nein;niO;Nein;Nein;mittel;niO;Nein;Ja;Nein;Ja;Nein;niedrig;iO;iO;iO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;iO;Nein;Ja;iO
iO;zuleicht;mittel;mittel;Nein;Nein;Ja;Nein;Ja;niO;iO;iO;iO;niO;Ja;hoch;hoch;Ja;mittel;mittel;hoch;hoch;hoch;mittel;niedrig;hoch;niedrig;mittel;Ja;Nein;Nein;Nein;niO;Nein;Ja;hoch;niO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;iO;iO;iO;iO;niO;iO;Nein;Ja;Ja;Nein;niO;niO;Nein;Ja;iO
niO;iO;mittel;mittel;Ja;Ja;Nein;Ja;Ja;iO;niO;niO;niO;iO;Ja;mittel;hoch;Nein;mittel;mittel;mittel;hoch;mittel;niedrig;mittel;niedrig;hoch;mittel;Nein;Ja;Nein;Ja;iO;Nein;Ja;mittel;niO;Ja;Ja;Nein;Nein;Nein;niedrig;iO;iO;niO;niO;iO;niO;iO;zuniedrig;Ja;Nein;Ja;Nein;iO;iO;Nein;Ja;iO
niO;zuschwer;mittel;mittel;Ja;Ja;Nein;Ja;Nein;iO;iO;niO;iO;iO;Ja;hoch;mittel;Nein;niedrig;mittel;hoch;hoch;hoch;niedrig;hoch;niedrig;mittel;hoch;Nein;Nein;Nein;Nein;niO;Nein;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;niedrig;iO;iO;iO;niO;iO;niO;iO;iO;Ja;Nein;Ja;Nein;niO;niO;Nein;Ja;niO
niO;iO;mittel;hoch;Ja;Nein;Ja;Ja;Ja;iO;iO;iO;iO;iO;Ja;hoch;mittel;Nein;mittel;hoch;niedrig;niedrig;niedrig;niedrig;hoch;niedrig;hoch;niedrig;Nein;Nein;Nein;Nein;niO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;hoch;niO;iO;iO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;niO
iO;iO;mittel;mittel;Nein;Ja;Nein;Ja;Ja;niO;iO;niO;iO;iO;Ja;mittel;hoch;Ja;mittel;mittel;mittel;hoch;hoch;mittel;mittel;mittel;niedrig;hoch;Ja;Ja;Ja;Nein;niO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;hoch;iO;iO;niO;iO;niO;niO;iO;zuhoch;Ja;Nein;Ja;Ja;niO;iO;Nein;Nein;iO
niO;iO;mittel;niedrig;Ja;Nein;Ja;Ja;Ja;iO;iO;iO;niO;iO;Nein;niedrig;hoch;Ja;mittel;niedrig;niedrig;hoch;hoch;niedrig;mittel;hoch;mittel;niedrig;Nein;Nein;Nein;Ja;niO;Nein;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;hoch;niO;iO;niO;iO;niO;niO;iO;iO;Ja;Ja;Ja;Nein;iO;niO;Nein;Nein;iO
niO;iO;mittel;hoch;Ja;Nein;Nein;Nein;Nein;niO;iO;iO;iO;iO;Ja;mittel;hoch;Nein;mittel;mittel;mittel;hoch;mittel;hoch;mittel;mittel;niedrig;hoch;Nein;Nein;Nein;Ja;niO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;hoch;iO;iO;niO;iO;iO;niO;iO;zuhoch;Nein;Nein;Ja;Nein;iO;niO;Ja;Ja;iO
niO;zuleicht;mittel;mittel;Ja;Nein;Nein;Ja;Nein;iO;iO;niO;iO;iO;Ja;niedrig;mittel;Ja;niedrig;mittel;hoch;mittel;hoch;mittel;hoch;hoch;hoch;hoch;Nein;Nein;Nein;Nein;iO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Ja;Nein;niedrig;iO;iO;niO;iO;niO;niO;iO;iO;Ja;Ja;Ja;Nein;iO;niO;Nein;Nein;iO
niO;iO;hoch;hoch;Ja;Nein;Ja;Nein;Ja;niO;iO;niO;iO;iO;Nein;mittel;mittel;Nein;mittel;hoch;mittel;mittel;hoch;mittel;hoch;hoch;hoch;hoch;Ja;Nein;Nein;Nein;niO;Ja;Nein;mittel;iO;Ja;Ja;Ja;Nein;Ja;mittel;niO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;iO;niO;Ja;Ja;iO
niO;iO;hoch;mittel;Ja;Nein;Nein;Ja;Ja;niO;iO;niO;iO;niO;Ja;niedrig;niedrig;Nein;mittel;mittel;mittel;mittel;mittel;hoch;hoch;mittel;niedrig;hoch;Nein;Nein;Nein;Ja;niO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Nein;Nein;hoch;iO;iO;iO;iO;niO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;iO;Nein;Ja;iO
iO;iO;niedrig;hoch;Ja;Nein;Nein;Ja;Ja;niO;iO;niO;iO;niO;Ja;hoch;mittel;Ja;hoch;mittel;hoch;mittel;mittel;hoch;hoch;mittel;hoch;mittel;Ja;Nein;Nein;Ja;iO;Ja;Nein;mittel;niO;Ja;Ja;Nein;Nein;Nein;niedrig;iO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;iO;Nein;Ja;iO
iO;iO;mittel;mittel;Ja;Nein;Ja;Nein;Ja;niO;niO;niO;iO;iO;Ja;mittel;mittel;Nein;mittel;mittel;mittel;hoch;niedrig;hoch;mittel;mittel;hoch;hoch;Nein;Nein;Nein;Nein;iO;Ja;Nein;mittel;iO;Nein;Nein;Nein;Nein;Ja;mittel;niO;iO;niO;niO;iO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;iO;niO;Ja;Ja;niO
niO;zuschwer;mittel;mittel;Nein;Nein;Nein;Ja;Ja;niO;iO;iO;iO;niO;Ja;hoch;mittel;Nein;hoch;hoch;mittel;niedrig;niedrig;hoch;hoch;hoch;mittel;niedrig;Nein;Nein;Ja;Ja;niO;Ja;Nein;mittel;niO;Ja;Ja;Nein;Nein;Nein;mittel;niO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;iO;iO;Nein;Ja;iO
iO;iO;mittel;mittel;Ja;Nein;Ja;Ja;Ja;iO;iO;iO;iO;niO;Ja;hoch;hoch;Nein;hoch;mittel;mittel;hoch;mittel;mittel;mittel;hoch;mittel;mittel;Nein;Nein;Nein;Nein;niO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;niedrig;iO;iO;niO;iO;niO;iO;iO;iO;Ja;Nein;Ja;Nein;niO;iO;Nein;Ja;niO
niO;iO;mittel;mittel;Ja;Nein;Ja;Nein;Ja;iO;iO;iO;iO;niO;Ja;hoch;hoch;Ja;mittel;hoch;hoch;hoch;niedrig;niedrig;mittel;mittel;niedrig;niedrig;Nein;Nein;Nein;Ja;niO;Ja;Nein;mittel;niO;Ja;Nein;Ja;Nein;Ja;hoch;iO;niO;niO;iO;iO;niO;iO;zuhoch;Nein;Ja;Ja;Nein;niO;niO;Nein;Ja;iO
iO;iO;mittel;mittel;Ja;Nein;Nein;Ja;Nein;niO;iO;iO;niO;iO;Ja;mittel;hoch;Nein;niedrig;mittel;mittel;hoch;hoch;niedrig;hoch;niedrig;mittel;mittel;Nein;Ja;Nein;Nein;iO;Ja;Nein;mittel;iO;Ja;Ja;Ja;Nein;Nein;hoch;niO;niO;niO;niO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;niO;Nein;Ja;iO
iO;iO;mittel;mittel;Ja;Nein;Ja;Nein;Ja;iO;iO;niO;iO;iO;Ja;mittel;mittel;Nein;mittel;hoch;hoch;mittel;hoch;hoch;niedrig;hoch;mittel;niedrig;Ja;Ja;Nein;Ja;iO;Ja;Ja;hoch;iO;Ja;Ja;Nein;Nein;Nein;hoch;niO;iO;niO;niO;niO;niO;iO;iO;Ja;Ja;Ja;Nein;niO;niO;Nein;Ja;iO
iO;iO;mittel;mittel;Ja;Nein;Nein;Ja;Ja;niO;iO;iO;niO;iO;Ja;mittel;hoch;Nein;mittel;mittel;mittel;hoch;hoch;niedrig;mittel;mittel;niedrig;mittel;Ja;Nein;Nein;Nein;niO;Ja;Nein;niedrig;niO;Ja;Ja;Nein;Nein;Nein;hoch;niO;iO;niO;iO;iO;niO;iO;iO;Ja;Nein;Ja;Nein;niO;niO;Nein;Nein;iO
niO;zuschwer;mittel;mittel;Ja;Nein;Ja;Nein;Ja;iO;iO;niO;iO;niO;Nein;hoch;niedrig;Nein;niedrig;hoch;hoch;niedrig;hoch;niedrig;hoch;mittel;mittel;hoch;Nein;Nein;Nein;Nein;niO;Ja;Nein;niedrig;niO;Ja;Ja;Nein;Nein;Ja;hoch;iO;iO;iO;iO;iO;niO;iO;zuniedrig;Ja;Ja;Ja;Nein;niO;iO;Nein;Nein;niO
niO;iO;mittel;hoch;Ja;Nein;Ja;Nein;Ja;niO;iO;niO;iO;iO;Ja;niedrig;niedrig;Nein;mittel;hoch;mittel;niedrig;mittel;hoch;mittel;niedrig;hoch;hoch;Ja;Nein;Ja;Nein;iO;Nein;Nein;niedrig;niO;Ja;Ja;Nein;Nein;Ja;hoch;iO;iO;niO;iO;iO;niO;iO;zuniedrig;Ja;Ja;Ja;Nein;iO;iO;Nein;Nein;niO
niO;iO;mittel;mittel;Nein;Nein;Ja;Ja;Ja;iO;iO;iO;iO;iO;Ja;niedrig;niedrig;Nein;mittel;mittel;mittel;hoch;hoch;hoch;hoch;mittel;niedrig;hoch;Ja;Nein;Nein;Nein;niO;Ja;Nein;mittel;niO;Ja;Ja;Ja;Nein;Nein;niedrig;niO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Nein;Nein;Nein;niO;niO;Ja;Ja;iO
niO;iO;mittel;mittel;Nein;Nein;Ja;Ja;Ja;niO;iO;niO;iO;niO;Nein;niedrig;mittel;Nein;hoch;mittel;niedrig;niedrig;niedrig;niedrig;hoch;mittel;niedrig;mittel;Ja;Nein;Nein;Nein;iO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;iO;Ja;Ja;iO
iO;iO;mittel;mittel;Ja;Nein;Ja;Ja;Nein;niO;iO;iO;niO;iO;Ja;mittel;hoch;Ja;mittel;mittel;niedrig;hoch;hoch;hoch;mittel;mittel;hoch;mittel;Ja;Nein;Nein;Nein;niO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Ja;Ja;hoch;niO;iO;niO;iO;iO;niO;niO;zuhoch;Ja;Ja;Ja;Nein;niO;niO;Ja;Ja;niO
iO;iO;niedrig;mittel;Ja;Nein;Nein;Nein;Ja;iO;iO;niO;iO;iO;Ja;mittel;hoch;Nein;niedrig;niedrig;mittel;hoch;hoch;niedrig;hoch;hoch;hoch;hoch;Nein;Nein;Nein;Nein;niO;Ja;Nein;mittel;iO;Ja;Ja;Ja;Nein;Nein;niedrig;iO;iO;iO;iO;niO;niO;niO;zuhoch;Ja;Ja;Ja;Nein;niO;niO;Ja;Ja;niO
niO;iO;mittel;mittel;Nein;Ja;Ja;Ja;Ja;niO;niO;iO;iO;iO;Ja;niedrig;hoch;Nein;mittel;mittel;hoch;mittel;hoch;niedrig;mittel;mittel;hoch;niedrig;Nein;Nein;Nein;Ja;niO;Nein;Nein;mittel;iO;Ja;Ja;Nein;Ja;Nein;mittel;niO;iO;iO;niO;iO;niO;iO;zuhoch;Ja;Nein;Nein;Nein;iO;niO;Ja;Nein;iO
niO;iO;mittel;mittel;Ja;Ja;Ja;Nein;Nein;iO;niO;iO;niO;iO;Ja;hoch;hoch;Nein;mittel;mittel;mittel;hoch;hoch;mittel;mittel;hoch;hoch;hoch;Ja;Nein;Nein;Nein;iO;Nein;Ja;mittel;niO;Nein;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;niO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;niO;Ja;Ja;iO
iO;iO;mittel;mittel;Ja;Nein;Ja;Nein;Ja;niO;niO;iO;niO;iO;Ja;mittel;mittel;Nein;mittel;mittel;niedrig;niedrig;niedrig;mittel;hoch;hoch;mittel;mittel;Ja;Nein;Nein;Ja;niO;Ja;Nein;hoch;iO;Ja;Nein;Nein;Nein;Nein;niedrig;niO;iO;iO;iO;iO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;niO;niO;Nein;Ja;niO
niO;iO;mittel;mittel;Nein;Ja;Nein;Ja;Ja;iO;iO;iO;iO;iO;Ja;mittel;hoch;Nein;mittel;hoch;mittel;mittel;niedrig;mittel;mittel;hoch;hoch;mittel;Ja;Ja;Nein;Ja;niO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;mittel;niO;iO;niO;niO;niO;niO;iO;zuhoch;Ja;Ja;Nein;Nein;niO;niO;Ja;Ja;niO
iO;iO;mittel;mittel;Ja;Nein;Ja;Ja;Ja;niO;iO;iO;iO;iO;Ja;hoch;niedrig;Nein;hoch;mittel;mittel;hoch;mittel;mittel;hoch;niedrig;hoch;hoch;Nein;Nein;Nein;Ja;niO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;hoch;iO;iO;niO;iO;iO;niO;niO;zuhoch;Ja;Nein;Ja;Nein;iO;iO;Nein;Ja;iO
niO;zuschwer;mittel;mittel;Ja;Ja;Ja;Ja;Ja;niO;iO;niO;niO;iO;Ja;mittel;hoch;Ja;hoch;mittel;mittel;niedrig;mittel;mittel;hoch;niedrig;niedrig;mittel;Ja;Ja;Nein;Nein;iO;Ja;Nein;hoch;niO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;niO;iO;niO;niO;zuhoch;Ja;Nein;Ja;Nein;iO;niO;Nein;Ja;iO
niO;iO;mittel;mittel;Ja;Nein;Nein;Ja;Ja;iO;iO;niO;iO;iO;Nein;niedrig;hoch;Nein;niedrig;hoch;hoch;hoch;niedrig;mittel;mittel;hoch;hoch;hoch;Nein;Ja;Nein;Ja;niO;Ja;Nein;niedrig;iO;Ja;Ja;Nein;Nein;Nein;mittel;niO;iO;niO;niO;niO;niO;iO;zuniedrig;Ja;Nein;Ja;Nein;niO;iO;Nein;Ja;iO
niO;iO;mittel;hoch;Ja;Nein;Ja;Nein;Ja;niO;niO;iO;iO;iO;Ja;hoch;hoch;Nein;niedrig;mittel;mittel;niedrig;niedrig;hoch;hoch;mittel;mittel;mittel;Ja;Ja;Nein;Nein;niO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;niedrig;iO;iO;niO;iO;iO;niO;iO;iO;Ja;Nein;Ja;Nein;iO;niO;Nein;Ja;iO
iO;iO;mittel;mittel;Nein;Nein;Nein;Nein;Ja;niO;iO;niO;iO;niO;Nein;hoch;hoch;Nein;mittel;hoch;mittel;mittel;mittel;mittel;hoch;niedrig;mittel;hoch;Nein;Nein;Nein;Ja;iO;Ja;Nein;mittel;iO;Nein;Ja;Nein;Nein;Nein;hoch;iO;iO;niO;iO;iO;niO;iO;zuniedrig;Ja;Ja;Nein;Ja;niO;niO;Ja;Ja;iO
iO;iO;mittel;mittel;Ja;Nein;Nein;Ja;Ja;iO;iO;niO;niO;iO;Ja;mittel;hoch;Nein;hoch;mittel;hoch;niedrig;niedrig;hoch;mittel;mittel;mittel;hoch;Nein;Nein;Ja;Ja;iO;Ja;Nein;niedrig;iO;Ja;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;iO;niO;niO;iO;iO;Nein;Ja;Nein;Nein;niO;niO;Nein;Ja;iO
iO;iO;mittel;mittel;Ja;Ja;Nein;Ja;Ja;niO;iO;iO;iO;niO;Ja;mittel;mittel;Ja;mittel;niedrig;hoch;niedrig;mittel;mittel;mittel;mittel;mittel;hoch;Ja;Nein;Nein;Nein;iO;Nein;Nein;niedrig;niO;Ja;Ja;Nein;Ja;Nein;hoch;iO;iO;niO;niO;niO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;niO;niO;Nein;Nein;niO
niO;zuschwer;mittel;mittel;Ja;Nein;Ja;Ja;Ja;niO;iO;niO;iO;iO;Ja;mittel;hoch;Ja;mittel;mittel;hoch;hoch;niedrig;hoch;mittel;hoch;hoch;mittel;Nein;Nein;Nein;Ja;niO;Ja;Ja;hoch;niO;Ja;Ja;Nein;Nein;Nein;hoch;iO;iO;niO;iO;niO;niO;niO;zuniedrig;Ja;Ja;Ja;Nein;iO;niO;Nein;Ja;iO
niO;zuschwer;mittel;hoch;Ja;Ja;Ja;Ja;Ja;niO;iO;iO;iO;iO;Ja;mittel;niedrig;Nein;mittel;mittel;mittel;hoch;mittel;hoch;hoch;hoch;hoch;mittel;Nein;Nein;Nein;Ja;niO;Ja;Nein;hoch;niO;Ja;Ja;Nein;Nein;Ja;mittel;iO;iO;iO;iO;iO;niO;iO;zuniedrig;Ja;Ja;Ja;Nein;iO;niO;Ja;Ja;iO
iO;zuleicht;mittel;mittel;Ja;Nein;Ja;Nein;Ja;niO;iO;iO;niO;iO;Nein;mittel;mittel;Nein;hoch;mittel;mittel;niedrig;mittel;mittel;mittel;mittel;hoch;niedrig;Ja;Ja;Nein;Ja;iO;Ja;Nein;hoch;iO;Ja;Ja;Nein;Nein;Nein;hoch;niO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;niO;iO;Ja;Nein;niO
niO;iO;mittel;hoch;Ja;Nein;Nein;Nein;Ja;niO;niO;niO;iO;niO;Nein;hoch;mittel;Nein;mittel;niedrig;mittel;mittel;hoch;mittel;niedrig;hoch;hoch;mittel;Nein;Nein;Nein;Nein;niO;Nein;Nein;niedrig;iO;Ja;Ja;Nein;Ja;Nein;mittel;iO;niO;niO;iO;iO;niO;iO;zuhoch;Ja;Nein;Ja;Nein;iO;niO;Ja;Ja;niO
niO;zuschwer;mittel;niedrig;Ja;Nein;Ja;Ja;Nein;iO;niO;iO;niO;niO;Ja;mittel;niedrig;Nein;mittel;mittel;niedrig;hoch;hoch;niedrig;mittel;hoch;mittel;mittel;Nein;Nein;Nein;Nein;niO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Nein;Ja;mittel;niO;iO;niO;niO;niO;niO;iO;zuhoch;Ja;Ja;Ja;Ja;iO;iO;Nein;Nein;niO
iO;iO;mittel;mittel;Ja;Ja;Ja;Ja;Ja;iO;iO;iO;niO;iO;Ja;hoch;hoch;Nein;niedrig;mittel;niedrig;niedrig;hoch;mittel;niedrig;mittel;niedrig;hoch;Nein;Nein;Nein;Nein;niO;Ja;Ja;mittel;niO;Nein;Nein;Nein;Ja;Nein;niedrig;iO;iO;niO;iO;iO;niO;iO;zuniedrig;Nein;Ja;Ja;Nein;niO;niO;Ja;Ja;niO
iO;zuleicht;mittel;mittel;Nein;Ja;Ja;Nein;Ja;niO;iO;niO;iO;iO;Ja;hoch;mittel;Nein;mittel;mittel;niedrig;hoch;hoch;mittel;hoch;hoch;hoch;mittel;Nein;Nein;Nein;Ja;niO;Ja;Nein;hoch;iO;Nein;Ja;Nein;Nein;Nein;mittel;iO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Nein;Nein;niO;niO;Ja;Ja;iO
niO;iO;mittel;mittel;Ja;Nein;Ja;Nein;Ja;niO;iO;niO;iO;iO;Ja;mittel;niedrig;Nein;mittel;mittel;hoch;hoch;hoch;mittel;mittel;hoch;hoch;mittel;Ja;Nein;Nein;Ja;niO;Ja;Nein;mittel;niO;Ja;Ja;Nein;Ja;Nein;hoch;niO;iO;niO;iO;iO;niO;niO;zuhoch;Nein;Ja;Ja;Ja;iO;niO;Nein;Ja;niO
iO;iO;niedrig;mittel;Ja;Nein;Ja;Ja;Nein;niO;iO;iO;iO;iO;Nein;niedrig;niedrig;Nein;mittel;mittel;mittel;hoch;mittel;mittel;mittel;hoch;hoch;hoch;Nein;Nein;Ja;Ja;niO;Ja;Nein;hoch;iO;Nein;Ja;Nein;Nein;Nein;niedrig;iO;iO;iO;iO;iO;niO;iO;zuhoch;Ja;Ja;Nein;Nein;niO;niO;Ja;Ja;iO
niO;zuschwer;mittel;mittel;Ja;Nein;Ja;Ja;Ja;niO;iO;iO;iO;niO;Ja;mittel;hoch;Ja;hoch;mittel;hoch;niedrig;hoch;hoch;mittel;hoch;mittel;mittel;Nein;Nein;Nein;Ja;niO;Ja;Ja;mittel;iO;Ja;Ja;Nein;Nein;Ja;mittel;niO;iO;iO;iO;iO;niO;iO;zuhoch;Nein;Ja;Ja;Nein;niO;niO;Nein;Ja;niO
niO;zuschwer;hoch;mittel;Ja;Nein;Nein;Ja;Ja;niO;niO;iO;iO;iO;Ja;hoch;mittel;Ja;mittel;hoch;hoch;niedrig;mittel;mittel;mittel;hoch;hoch;niedrig;Nein;Ja;Nein;Ja;niO;Ja;Nein;hoch;iO;Nein;Ja;Ja;Nein;Nein;mittel;iO;iO;niO;iO;iO;niO;iO;zuhoch;Ja;Ja;Ja;Nein;iO;niO;Ja;Ja;niO
niO;zuschwer;mittel;mittel;Ja;Nein;Ja;Ja;Ja;niO;niO;niO;iO;iO;Ja;mittel;niedrig;Ja;mittel;mittel;mittel;hoch;mittel;niedrig;hoch;hoch;hoch;hoch;Ja;Ja;Nein;Ja;niO;Ja;Nein;hoch;iO;Nein;Nein;Nein;Nein;Nein;mittel;iO;iO;niO;iO;iO;iO;iO;zuniedrig;Ja;Nein;Ja;Nein;niO;niO;Nein;Ja;niO
iO;iO;mittel;mittel;Ja;Ja;Ja;Ja;Nein;iO;iO;niO;iO;iO;Ja;mittel;mittel;Ja;mittel;mittel;mittel;hoch;mittel;hoch;mittel;hoch;mittel;hoch;Nein;Nein;Nein;Ja;niO;Ja;Nein;mittel;iO;Ja;Ja;Nein;Nein;Ja;hoch;iO;iO;iO;iO;iO;niO;iO;iO;Ja;Ja;Nein;Ja;iO;iO;Ja;Ja;iO
